row_number,wals_code,iso_code,glottocode,name,genus,family,macroarea,latitude,longitude
275,bka,bdh,baka1274,Baka (in South Sudan),Bongo-Bagirmi,Central Sudanic,Africa,4.83333333333,29.25
276,bkb,xub,bett1235,Betta Kurumba,Southern Dravidian,Dravidian,Eurasia,11.5,76.75
277,bkd,bkd,binu1244,Binukid,Greater Central Philippine,Austronesian,Papunesia,8.25,124.833333333
278,bki,bkq,baka1277,Bakairí,Cariban,Cariban,South America,-14.0,-55.0
279,bkl,bcl,cent2087,Bikol,Greater Central Philippine,Austronesian,Papunesia,13.3333333333,123.5
280,bkn,bdu,orok1266,Bakundu,Bantoid,Niger-Congo,Africa,4.83333333333,9.33333333333
281,bkr,btx,bata1293,Batak (Karo),Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,3.25,98.25
282,bkt,bkk,brok1247,Brokskat,Indic,Indo-European,Eurasia,35.3333333333,76.5
283,bku,bri,mokp1239,Bakueri,Bantoid,Niger-Congo,Africa,4.25,9.25
284,bla,bla,siks1238,Blackfoot,Algonquian,Algic,North America,50.0,-112.666666667
285,blc,bgp,east2304,Baluchi,Iranian,Indo-European,Eurasia,28.0,62.0
286,ble,bci,baou1238,Baule,Kwa,Niger-Congo,Africa,7.0,-5.0
287,blg,blw,bala1310,Balangao,Northern Luzon,Austronesian,Papunesia,17.1666666667,121.166666667
288,blj,koe,kaci1244,Baale,Surmic,Eastern Sudanic,Africa,6.5,34.5
289,blk,blz,bala1315,Balantak,Celebic,Austronesian,Papunesia,-0.833333333333,123.25
290,bln,byn,bili1260,Bilin,Central Cushitic,Afro-Asiatic,Africa,15.75,38.5
291,blq,bol,nucl1695,Bole,West Chadic,Afro-Asiatic,Africa,11.3333333333,11.25
292,blr,bel,bela1254,Belorussian,Slavic,Indo-European,Eurasia,54.0,28.0
293,blt,bft,balt1258,Balti,Bodic,Sino-Tibetan,Eurasia,35.0,76.0
294,blu,lua,luba1249,Bena-Lulua,Bantoid,Niger-Congo,Africa,-6.0,21.0
295,blx,bll,bilo1248,Biloxi,Core Siouan,Siouan,North America,30.5,-88.6666666667
296,bly,nad,nija1241,Balyku,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.0,120.0
297,blz,ble,bala1300,Balanta,Northern Atlantic,Niger-Congo,Africa,12.25,-15.3333333333
298,bma,tzm,cent2194,Berber (Middle Atlas),Berber,Afro-Asiatic,Africa,33.0,-5.0
299,bmb,bim,bimo1239,Bimoba,Gur,Niger-Congo,Africa,10.5,0.0
300,bmn,bax,bamu1253,Bamun,Bantoid,Niger-Congo,Africa,5.5,10.9166666667
301,bmr,bmu,buru1306,Burum,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.5,147.333333333
302,bmz,mzb,tumz1238,Berber (Mzab),Berber,Afro-Asiatic,Africa,32.5,3.5
303,bna,jaa,jama1261,Banawá,Arauan,Arauan,South America,-7.0,-65.0
304,bnb,bck,buna1275,Bunuba,Bunuban,Bunuban,Australia,-17.75,125.75
305,bnd,bza,band1352,Bandi,Western Mande,Mande,Africa,8.08333333333,-10.25
306,bng,byx,qaqe1238,Qaget,Baining,Baining-Taulil,Papunesia,-4.58333333333,152.0
307,bni,bin,bini1246,Bini,Edoid,Niger-Congo,Africa,6.41666666667,5.83333333333
308,bnj,bdy,band1339,Bandjalang,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,153.0
309,bnk,abb,bank1256,Bankon,Bantoid,Niger-Congo,Africa,4.41666666667,9.58333333333
310,bnl,bjb,bang1339,Banggarla,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.0,137.0
311,bnm,bjr,binu1245,Binumarien,Eastern Highlands,Trans-New Guinea,Papunesia,-6.28333333333,146.083333333
312,bnn,bcm,bann1247,Banoni,Oceanic,Austronesian,Papunesia,-6.41666666667,155.25
313,bno,bao,waim1255,Waimaha,Tucanoan,Tucanoan,South America,0.333333333333,-70.25
314,bnq,nhb,beng1286,Beng,Eastern Mande,Mande,Africa,7.83333333333,-4.25
315,bnr,nbj,ngar1235,Bilinarra,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.0,131.666666667
316,bnt,bnq,bant1286,Bantik,Sangiric,Austronesian,Papunesia,1.41666666667,124.75
317,bnu,,bula1255,Bularnu,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.0,138.0
318,bnw,bwi,bani1255,Baniwa,Alto-Orinoco,Arawakan,South America,2.66666666667,-66.8333333333
319,boa,kvg,kuni1265,Boazi,Marind Proper,Marind,Papunesia,-7.0,141.333333333
320,bob,bni,bang1354,Bobangi,Bantoid,Niger-Congo,Africa,-1.33333333333,17.3333333333
321,bod,brx,bodo1269,Bodo,Bodo-Garo,Sino-Tibetan,Eurasia,26.8333333333,92.0
322,boi,bzf,boik1241,Boiken,Middle Sepik,Sepik,Papunesia,-3.5,143.5
323,boj,adi,damu1236,Bori,Tani,Sino-Tibetan,Eurasia,28.3333333333,94.75
324,bok,bqc,boko1266,Boko,Eastern Mande,Mande,Africa,10.5,3.5
325,bol,bli,boli1255,Bolia,Bantoid,Niger-Congo,Africa,-1.25,18.3333333333
326,bon,bpu,bong1291,Bongu,Madang,Trans-New Guinea,Papunesia,-5.5,145.916666667
327,boq,adi,damu1236,Bokar,Tani,Sino-Tibetan,Eurasia,28.5,94.6666666667
328,bor,boa,bora1263,Bora,Boran,Huitotoan,South America,-2.16666666667,-72.3333333333
329,bos,bos,bosn1245,Bosnian,Slavic,Indo-European,Eurasia,43.0,18.0
330,bou,oua,taga1278,Berber (Wargla),Berber,Afro-Asiatic,Africa,31.9166666667,5.33333333333
331,boz,boz,tiey1235,Bozo (Tigemaxo),Western Mande,Mande,Africa,15.0,-4.0
332,bpa,bwr,bura1292,Bura-Pabir,Biu-Mandara,Afro-Asiatic,Africa,10.5,12.25
333,bpb,bdq,bahn1262,Bahnar,Bahnaric,Austro-Asiatic,Eurasia,13.8333333333,108.333333333
334,bqb,eus,basq1248,Basque (Bidasoa Valley),Basque,Basque,Eurasia,43.0,-3.83333333333
335,bqg,eus,basq1248,Basque (Gernica),Basque,Basque,Eurasia,43.3333333333,-3.0
336,bqh,eus,basq1248,Basque (Hondarribia),Basque,Basque,Eurasia,42.5,-3.0
337,bqi,eus,basq1248,Basque (Basaburua and Imoz),Basque,Basque,Eurasia,43.0,-1.66666666667
338,bql,eus,basq1248,Basque (Lekeitio),Basque,Basque,Eurasia,43.0,-2.5
339,bqn,eus,basq1248,Basque (Northern High Navarrese),Basque,Basque,Eurasia,43.3333333333,-2.5
340,bqo,eus,basq1248,Basque (Oñati),Basque,Basque,Eurasia,42.5,-3.5
341,bqr,eus,basq1248,Basque (Roncalese),Basque,Basque,Eurasia,43.0,-2.0
342,bqs,eus,basq1248,Basque (Sakana),Basque,Basque,Eurasia,42.5,-2.0
343,bqz,eus,basq1248,Basque (Zeberio),Basque,Basque,Eurasia,42.0,-3.0
344,bra,brb,lave1249,Brao,Bahnaric,Austro-Asiatic,Eurasia,14.1666666667,107.5
345,brb,bba,baat1238,Bariba,Gur,Niger-Congo,Africa,10.0,2.5
346,brc,brn,boru1252,Boruca,Talamanca,Chibchan,North America,8.83333333333,-83.25
347,brd,bcj,bard1255,Bardi,Nyulnyulan,Nyulnyulan,Australia,-16.5833333333,122.916666667
348,bre,bre,bret1244,Breton,Celtic,Indo-European,Eurasia,48.0,-3.0
349,brf,rif,tari1263,Berber (Rif),Berber,Afro-Asiatic,Africa,34.5,-4.0
350,brh,brh,brah1256,Brahui,Northern Dravidian,Dravidian,Eurasia,28.5,67.0
351,bri,bzd,brib1243,Bribri,Talamanca,Chibchan,North America,9.41666666667,-83.0
352,brj,bji,burj1242,Burji,Lowland East Cushitic,Afro-Asiatic,Africa,5.5,37.8333333333
353,brk,bkl,beri1254,Berik,Tor,Tor-Orya,Papunesia,-2.25,138.833333333
354,brl,loy,lowa1242,Baragaunle,Bodic,Sino-Tibetan,Eurasia,28.8333333333,83.8333333333
355,brm,mya,nucl1310,Burmese,Burmese-Lolo,Sino-Tibetan,Eurasia,21.0,96.0
356,brn,bds,buru1320,Burunge,Southern Cushitic,Afro-Asiatic,Africa,-5.33333333333,36.0
357,bro,tcs,torr1261,Broken,Creoles and Pidgins,other,Australia,-10.1666666667,143.0
358,brp,wra,wara1302,Barupu,Warapu,Skou,Papunesia,-3.08333333333,142.083333333
359,brr,bor,boro1282,Bororo,Bororoan,Bororoan,South America,-16.0,-57.0
360,brs,bsn,bara1380,Barasano,Tucanoan,Tucanoan,South America,-0.166666666667,-70.6666666667
361,bru,bru,east2332,Bru (Eastern),Katuic,Austro-Asiatic,Eurasia,17.3333333333,106.0
362,brw,brv,west2397,Bru (Western),Katuic,Austro-Asiatic,Eurasia,16.75,104.75
363,bry,byr,baru1267,Baruya,Angan,Trans-New Guinea,Papunesia,-6.91666666667,145.916666667
364,brz,bvq,birr1240,Birri,Bongo-Bagirmi,Central Sudanic,Africa,5.5,25.1666666667
365,bse,tzm,cent2194,Berber (Ayt Seghrouchen Middle Atlas),Berber,Afro-Asiatic,Africa,33.3333333333,-4.66666666667
366,bsh,buf,bush1247,Bushoong,Bantoid,Niger-Congo,Africa,-4.5,21.5
367,bsi,siz,siwi1239,Berber (Siwa),Berber,Afro-Asiatic,Africa,29.1666666667,25.5
368,bsk,bak,bash1264,Bashkir,Turkic,Altaic,Eurasia,53.0,58.0
369,bsl,bfi,brit1235,British Sign Language,Sign Languages,other,Eurasia,52.0,-1.0
370,bsm,bis,bisl1239,Bislama,Creoles and Pidgins,other,Papunesia,-16.0,168.0
371,bso,eus,basq1250,Basque (Souletin),Basque,Basque,Eurasia,43.5,-1.5
372,bsq,eus,basq1248,Basque,Basque,Basque,Eurasia,43.0,-3.0
373,bsr,bsc,bass1258,Basari,Northern Atlantic,Niger-Congo,Africa,12.6666666667,-13.0
374,bth,bhm,bath1244,Bathari,Semitic,Afro-Asiatic,Eurasia,18.0,56.0
375,bti,,beto1236,Betoi,Betoi,Betoi,South America,7.16666666667,-71.25
376,btk,bnc,cent2083,Bontok,Northern Luzon,Austronesian,Papunesia,17.0833333333,120.916666667
377,bto,bbc,bata1289,Batak (Toba),Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,2.5,99.0
378,bua,bvr,bura1267,Burarra,Burarran,Mangrida,Australia,-12.25,134.583333333
379,bub,bvb,bube1242,Bubi,Bantoid,Niger-Congo,Africa,3.5,8.66666666667
380,bud,bdm,budu1265,Buduma,Biu-Mandara,Afro-Asiatic,Africa,13.5,14.5
381,bug,bug,bugi1244,Bugis,South Sulawesi,Austronesian,Papunesia,-4.0,120.0
382,bui,bzq,buli1255,Buli (in Indonesia),South Halmahera - West New Guinea,Austronesian,Papunesia,1.0,128.5
383,buj,nmg,kwas1243,Bujeba,Bantoid,Niger-Congo,Africa,3.0,10.1666666667
384,buk,bxk,buku1249,Bukusu,Bantoid,Niger-Congo,Africa,0.75,34.6666666667
385,bul,bul,bulg1262,Bulgarian,Slavic,Indo-European,Eurasia,42.5,25.0
386,bum,tkw,tean1237,Buma,Oceanic,Austronesian,Papunesia,-11.6333333333,166.833333333
387,bun,buo,tere1278,Buin,East Bougainville,East Bougainville,Papunesia,-6.75,155.75
388,bur,bsk,buru1296,Burushaski,Burushaski,Burushaski,Eurasia,36.5,74.5
389,bus,bqp,busa1253,Busa,Eastern Mande,Mande,Africa,9.66666666667,4.0
390,but,bxm,mong1330,Buriat,Mongolic,Altaic,Eurasia,52.0,108.0
391,buu,mhs,buru1303,Buru,Central Malayo-Polynesian,Austronesian,Papunesia,-3.5,126.5
392,buw,bum,bulu1251,Bulu,Bantoid,Niger-Congo,Africa,3.0,11.0
393,buy,bwu,buli1254,Buli (in Ghana),Gur,Niger-Congo,Africa,10.5,-1.25
394,bvi,bbn,bali1280,Bali-Vitu,Oceanic,Austronesian,Papunesia,-4.9,149.116666667
395,bwa,bdy,band1339,Bandjalang (Waalubal),Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.0833333333,152.583333333
396,bwc,bdr,west2560,Bajau (West Coast),Sama-Bajaw,Austronesian,Papunesia,6.33333333333,116.333333333
397,bxj,bxj,bayu1240,Bayungu,Western Pama-Nyungan,Pama-Nyungan,Australia,-23.0,114.0
398,bya,bee,byan1241,Byansi,Bodic,Sino-Tibetan,Eurasia,30.1666666667,80.5
399,bys,bsw,bais1246,Bayso,Lowland East Cushitic,Afro-Asiatic,Africa,6.25,37.75
400,byu,bdy,band1339,Bandjalang (Yugumbir),Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-27.9166666667,153.0
401,bzi,bvz,bauz1241,Bauzi,East Geelvink Bay,East Geelvink Bay,Papunesia,-2.5,137.5
402,cab,cjp,cabe1245,Cabécar,Talamanca,Chibchan,North America,9.75,-83.4166666667
403,cac,cbv,cacu1241,Cacua,Cacua-Nukak,Cacua-Nukak,South America,1.08333333333,-70.0
404,cad,cad,cadd1256,Caddo,Caddoan,Caddoan,North America,33.3333333333,-93.5
405,cah,chl,cahu1264,Cahuilla,California Uto-Aztecan,Uto-Aztecan,North America,33.5,-116.25
406,cai,suq,suri1267,Chai,Surmic,Eastern Sudanic,Africa,5.33333333333,35.3333333333
407,cak,cak,kaqc1270,Cakchiquel,Mayan,Mayan,North America,14.5,-91.0
408,cam,kbh,cams1241,Camsá,Camsá,Camsá,South America,1.16666666667,-77.0
409,can,cbu,cand1248,Candoshi,Candoshi,Candoshi,South America,-4.16666666667,-77.0
410,cap,kaq,capa1241,Capanahua,Panoan,Panoan,South America,-7.0,-74.0
411,car,car,gali1262,Carib,Cariban,Cariban,South America,5.5,-56.0
412,cas,cbr,cash1251,Cashibo,Panoan,Panoan,South America,-8.5,-75.5
413,cat,cto,embe1260,Catio,Choco,Choco,South America,7.16666666667,-76.3333333333
414,cav,cav,cavi1250,Cavineña,Tacanan,Tacanan,South America,-13.3333333333,-66.5
415,cax,cpc,asha1243,Campa (Axininca),Pre-Andine Arawakan,Arawakan,South America,-12.0,-74.0
416,cay,cbi,chac1249,Cayapa,Barbacoan,Barbacoan,South America,0.666666666667,-79.0
417,cba,boi,barb1263,Chumash (Barbareño),Chumash,Chumash,North America,34.5,-120.25
418,cbo,cao,chac1251,Chácobo,Panoan,Panoan,South America,-12.1666666667,-66.75
419,cch,coz,choc1279,Chocho,Popolocan,Oto-Manguean,North America,17.6666666667,-97.4166666667
420,cck,cic,chic1270,Chickasaw,Muskogean,Muskogean,North America,34.0,-88.0
421,ccm,cco,coma1246,Chinantec (Comaltepec),Chinantecan,Oto-Manguean,North America,17.5833333333,-96.4166666667
422,cco,,tutu1242,Chasta Costa,Athapaskan,Na-Dene,North America,42.6666666667,-124.0
423,ccp,coc,coco1261,Cocopa,Yuman,Hokan,North America,32.3333333333,-115.0
424,cct,cho,choc1276,Choctaw,Muskogean,Muskogean,North America,32.25,-88.5
425,cde,mch,maqu1238,Carib (De'kwana),Cariban,Cariban,South America,5.5,-65.0
426,cea,csw,swam1239,Cree (Swampy),Algonquian,Algic,North America,56.0,-90.0
427,ceb,ceb,cebu1242,Cebuano,Greater Central Philippine,Austronesian,Papunesia,10.0,124.0
428,cec,cob,chic1271,Chicomuceltec,Mayan,Mayan,North America,15.5,-92.25
429,cem,cam,cemu1238,Cèmuhî,Oceanic,Austronesian,Papunesia,-20.8333333333,165.166666667
430,cga,old,moch1256,Chaga,Bantoid,Niger-Congo,Africa,-3.0,37.0
431,cha,cha,cham1312,Chamorro,Chamorro,Austronesian,Papunesia,13.45,144.75
432,chb,can,cham1313,Chambri,Lower Sepik,Lower Sepik-Ramu,Papunesia,-4.16666666667,143.083333333
433,chc,che,chec1245,Chechen,Nakh,Nakh-Daghestanian,Eurasia,43.25,45.8333333333
434,chd,cdn,chau1259,Chaudangsi,Bodic,Sino-Tibetan,Eurasia,30.0,80.25
435,che,chr,cher1273,Cherokee,Southern Iroquoian,Iroquoian,North America,35.5,-83.5
436,chg,nbc,chan1313,Chang,Northern Naga,Sino-Tibetan,Eurasia,26.3333333333,94.75
437,chh,sgw,seba1251,Chaha,Semitic,Afro-Asiatic,Africa,8.112935,37.93267
438,chi,cid,chim1301,Chimariko,Chimariko,Hokan,North America,41.0,-123.0
439,chj,cnm,chuj1249,Chuj,Mayan,Mayan,North America,15.9166666667,-91.5833333333
440,chk,ckt,chuk1273,Chukchi,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,67.0,-173.0
441,chl,cjh,uppe1439,Chehalis (Upper),Tsamosan,Salishan,North America,46.5833333333,-123.0
442,chm,cji,cham1309,Chamalal,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.55,46.05
443,chn,chx,chan1310,Chantyal,Bodic,Sino-Tibetan,Eurasia,28.5833333333,83.4166666667
444,cho,chd,high1242,Chontal (Highland),Tequistlatecan,Tequistlatecan,North America,16.25,-95.75
445,chp,chp,chip1261,Chipewyan,Athapaskan,Na-Dene,North America,59.0,-106.0
446,chq,chq,quio1240,Chinantec (Quiotepec),Chinantecan,Oto-Manguean,North America,17.5833333333,-96.6666666667
447,chr,crw,chra1242,Chrau,Bahnaric,Austro-Asiatic,Eurasia,10.75,107.5
448,chs,csy,siyi1240,Chin (Siyin),Kuki-Chin,Sino-Tibetan,Eurasia,23.8333333333,94.0
449,cht,cya,nopa1235,Chatino (Nopala),Zapotecan,Oto-Manguean,North America,16.0833333333,-97.1666666667
450,chu,cag,niva1238,Nivacle,Matacoan,Matacoan,South America,-23.5,-60.5
451,chv,chv,chuv1255,Chuvash,Turkic,Altaic,Eurasia,55.5,47.5
452,chw,cja,west2650,Cham (Western),Malayo-Sumbawan,Austronesian,Eurasia,12.0,105.5
453,chx,clo,lowl1260,Chontal (Huamelultec Oaxaca),Tequistlatecan,Tequistlatecan,North America,16.0,-95.75
454,chy,cbt,chay1248,Chayahuita,Cahuapanan,Cahuapanan,South America,-5.5,-77.0
455,chz,nan,minn1241,Chaozhou,Chinese,Sino-Tibetan,Eurasia,23.6666666667,116.666666667
456,cic,nya,nyan1308,Chichewa,Bantoid,Niger-Congo,Africa,-14.0,34.0
457,cil,lua,luba1249,CiLuba,Bantoid,Niger-Congo,Africa,-6.0,22.0
458,cin,inz,ines1240,Chumash (Ineseño),Chumash,Chumash,North America,34.6666666667,-120.25
459,cjo,pei,chic1272,Chichimeca-Jonaz,Chichimec,Oto-Manguean,North America,21.6666666667,-100.5
460,ckh,mrn,chek1238,Cheke Holo,Oceanic,Austronesian,Papunesia,-8.33333333333,159.666666667
461,ckl,chh,chin1286,Chinook (Lower),Chinookan,Penutian,North America,46.25,-123.5
462,ckr,xra,krah1246,Canela-Krahô,Ge-Kaingang,Macro-Ge,South America,-6.0,-46.0
463,cku,wac,wasc1239,Chinook (Upper),Chinookan,Penutian,North America,45.5,-122.5
464,cla,clm,clal1241,Clallam,Central Salish,Salishan,North America,48.0833333333,-123.75
465,clc,,cola1237,Colac,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-38.3333333333,143.5
466,cld,cld,chal1275,Chaldean (Modern),Semitic,Afro-Asiatic,Eurasia,36.0,43.0
467,cle,cle,leal1235,Chinantec (Lealao),Chinantecan,Oto-Manguean,North America,17.3333333333,-95.9166666667
468,cln,clh,chil1275,Cholón,Cholon,Cholon,South America,-8.0,-77.5
469,cly,clw,chul1246,Chulym,Turkic,Altaic,Eurasia,54.3333333333,89.6666666667
470,cma,cbg,chim1309,Chimila,Chimila,Chibchan,South America,10.0,-74.0
471,cmc,xcm,come1251,Comecrudo,Comecrudan,Comecrudan,North America,25.8333333333,-99.0
472,cme,cjm,east2563,Cham (Eastern),Malayo-Sumbawan,Austronesian,Eurasia,11.3333333333,108.5
473,cmh,ute,utes1238,Chemehuevi,Numic,Uto-Aztecan,North America,34.3333333333,-115.166666667
474,cmk,xch,chim1310,Chemakum,Chimakuan,Chimakuan,North America,48.0833333333,-122.916666667
475,cml,rab,caml1239,Camling,Mahakiranti,Sino-Tibetan,Eurasia,27.0,86.6666666667
476,cmn,com,coma1245,Comanche,Numic,Uto-Aztecan,North America,33.5,-101.5
477,cmr,mrh,mara1382,Chin (Mara),Kuki-Chin,Sino-Tibetan,Eurasia,23.0,93.1666666667
478,cmx,coo,como1259,Comox,Central Salish,Salishan,North America,50.1666666667,-125.0
479,cmy,chf,taba1266,Chontal Maya,Mayan,Mayan,North America,18.1666666667,-92.5833333333
480,cnl,ram,cane1242,Canela,Ge-Kaingang,Macro-Ge,South America,-7.0,-45.0
481,cnm,knm,kana1291,Canamarí,Katukinan,Katukinan,South America,-6.5,-68.5
482,cnt,yue,yuec1235,Cantonese,Chinese,Sino-Tibetan,Eurasia,23.0,113.0
483,coa,xcw,coah1252,Coahuilteco,Coahuiltecan,Coahuiltecan,North America,28.0,-100.0
484,coc,cod,coca1259,Cocama,Tupi-Guaraní,Tupian,South America,-5.0,-74.5
485,coe,crd,coeu1236,Coeur d'Alene,Interior Salish,Salishan,North America,47.25,-116.5
486,cof,con,cofa1242,Cofán,Cofán,Cofán,South America,0.166666666667,-77.1666666667
487,cog,kog,cogu1240,Cogui,Arhuacic,Chibchan,South America,11.0,-73.8333333333
488,coi,caa,chor1273,Chortí,Mayan,Mayan,North America,14.8333333333,-89.25
489,col,ctu,chol1281,Chol,Mayan,Mayan,North America,17.75,-92.5
490,com,swb,maor1244,Comorian,Bantoid,Niger-Congo,Africa,-12.0,44.0
491,coo,csz,coos1249,Coos (Hanis),Coosan,Oregon Coast,North America,43.5,-124.166666667
492,cop,cop,copt1239,Coptic,Egyptian-Coptic,Afro-Asiatic,Africa,26.0,32.0
493,cor,crn,elna1235,Cora,Corachol,Uto-Aztecan,North America,22.1666666667,-104.833333333
494,cos,css,sout2986,Rumsien,Costanoan,Penutian,North America,36.8333333333,-121.75
495,cpa,cjo,ashe1273,Campa Pajonal Asheninca,Pre-Andine Arawakan,Arawakan,South America,-10.6666666667,-74.25
496,cpl,cpa,pala1351,Chinantec (Palantla),Chinantecan,Oto-Manguean,North America,18.8333333333,-96.75
497,cpn,cdm,chep1245,Chepang,Mahakiranti,Sino-Tibetan,Eurasia,27.6666666667,84.75
498,cpw,ciw,chip1241,Chippewa (Red Lake and Pillager),Algonquian,Algic,North America,48.0,-95.0
499,cpy,cap,chip1262,Chipaya,Uru-Chipaya,Uru-Chipaya,South America,-18.75,-67.8333333333
500,cqt,cax,chiq1248,Chiquitano,Chiquito,Chiquito,South America,-17.5,-60.0
501,cre,crk,plai1258,Cree (Plains),Algonquian,Algic,North America,54.0,-110.0
502,crg,gui,east2555,Chiriguano,Tupi-Guaraní,Tupian,South America,-23.6666666667,-64.3333333333
503,crh,cje,chru1239,Chru,Malayo-Sumbawan,Austronesian,Eurasia,11.5,108.5
504,cri,crh,crim1257,Crimean Tatar,Turkic,Altaic,Eurasia,45.0,34.0833333333
505,crj,cbd,cari1279,Carijona,Cariban,Cariban,South America,1.0,-73.0
506,crk,mus,cree1270,Creek,Muskogean,Muskogean,North America,34.0,-85.0
507,crl,cal,caro1242,Carolinian,Oceanic,Austronesian,Papunesia,15.2,145.75
508,crn,cor,corn1251,Cornish,Celtic,Indo-European,Eurasia,50.3333333333,-5.0
509,cro,cro,crow1244,Crow,Core Siouan,Siouan,North America,47.0,-108.0
510,crp,cbc,cara1272,Carapana,Tucanoan,Tucanoan,South America,0.833333333333,-70.75
511,crq,crx,carr1249,Carrier,Athapaskan,Na-Dene,North America,53.75,-123.5
512,crt,crq,chor1274,Chorote,Matacoan,Matacoan,South America,-22.5,-62.5
513,csc,cso,soch1239,Chinantec (Sochiapan),Chinantecan,Oto-Manguean,North America,17.75,-96.6666666667
514,csf,cuc,usil1237,Chinantec (San Felipe Usila),Chinantecan,Oto-Manguean,North America,17.9166666667,-96.5
515,csh,cbs,cash1254,Cashinahua,Panoan,Panoan,South America,-10.5,-71.8333333333
516,csk,csk,jola1262,Diola-Kasa,Northern Atlantic,Niger-Congo,Africa,12.5,-16.75
517,csl,csl,chin1283,Chinese Sign Language,Sign Languages,other,Eurasia,35.0,115.0
518,cso,ctp,west2644,Chatino (Sierra Occidental),Zapotecan,Oto-Manguean,North America,16.25,-97.3333333333
519,ctc,cut,cuic1234,Cuicatec,Mixtecan,Oto-Manguean,North America,17.8333333333,-96.8333333333
520,cte,cnt,tepe1279,Chinantec (Tepetotutla),Chinantecan,Oto-Manguean,North America,17.8333333333,-96.5
521,cti,ctd,tedi1235,Chin (Tiddim),Kuki-Chin,Sino-Tibetan,Eurasia,23.3333333333,93.6666666667
522,ctl,cat,stan1289,Catalan,Romance,Indo-European,Eurasia,41.75,2.0
523,ctm,ctm,chit1248,Chitimacha,Chitimacha,Chitimacha,North America,29.6666666667,-91.0
524,ctt,cta,tata1258,Chatino (Tataltepec),Zapotecan,Oto-Manguean,North America,16.1666666667,-97.5833333333
525,ctw,chc,cata1286,Catawba,Catawban,Siouan,North America,35.5,-80.5
526,cua,cua,cuaa1241,Cua,Bahnaric,Austro-Asiatic,Eurasia,15.25,108.5
527,cub,cub,cube1242,Cubeo,Tucanoan,Tucanoan,South America,1.33333333333,-70.5
528,cuc,,timo1237,Cuica,Timote-Cuica,Timote-Cuica,South America,9.0,-70.5
529,cui,cui,cuib1242,Cuiba,Guahiban,Guahiban,South America,6.5,-70.0
530,cul,cul,culi1244,Culina,Arauan,Arauan,South America,-6.0,-70.5
531,cum,ncu,chum1261,Chumburung,Kwa,Niger-Congo,Africa,7.75,0.25
532,cup,cup,cupe1243,Cupeño,California Uto-Aztecan,Uto-Aztecan,North America,33.1666666667,-116.5
533,cur,kpc,curr1243,Curripaco,Inland Northern Arawakan,Arawakan,South America,2.5,-68.5
534,cut,,cuit1236,Cuitlatec,Cuitlatec,Cuitlatec,North America,17.5,-101.0
535,cuu,chk,chuu1238,Chuukese,Oceanic,Austronesian,Papunesia,7.33333333333,151.75
536,cvc,cbk,chav1241,Chavacano,Creoles and Pidgins,other,Papunesia,7.0,122.083333333
537,cve,cjv,chua1250,Chuave,Chimbu,Trans-New Guinea,Papunesia,-6.11666666667,145.116666667
538,cwe,col,colu1241,Columbia-Wenatchi,Interior Salish,Salishan,North America,47.5,-120.0
539,cya,ctp,west2644,Chatino (Yaitepec),Zapotecan,Oto-Manguean,North America,16.25,-97.25
540,cyg,cay,cayu1261,Cayuga,Northern Iroquoian,Iroquoian,North America,42.75,-76.75
541,cyn,chy,chey1247,Cheyenne,Algonquian,Algic,North America,47.0,-95.0
542,cyv,cyb,cayu1262,Cayuvava,Cayuvava,Cayuvava,South America,-13.5,-65.5
543,cze,ces,czec1258,Czech,Slavic,Indo-European,Eurasia,50.0,15.0
544,daa,kzf,daak1235,Da'a,Celebic,Austronesian,Papunesia,-1.0,119.583333333
545,dab,dbq,maza1304,Daba,Biu-Mandara,Afro-Asiatic,Africa,10.1666666667,13.75
546,dad,mps,dadi1250,Dadibi,Teberan,Teberan-Pawaian,Papunesia,-6.55,144.583333333
547,dag,dgz,daga1275,Daga,Dagan,Dagan,Papunesia,-10.0,149.333333333
548,dah,dal,daha1245,Dahalo,Dahalo,Afro-Asiatic,Africa,-2.33333333333,40.5
549,dak,dak,dako1258,Dakota,Core Siouan,Siouan,North America,45.0,-93.5
