row_number,wals_code,iso_code,glottocode,name,genus,family,macroarea,latitude,longitude
642,els,mrf,else1239,Elseng,Morwap,Morwap,Papunesia,-3.0,140.5
643,emb,emp,nort2972,Emberá (Northern),Choco,Choco,South America,6.83333333333,-77.1666666667
644,emc,cmi,embe1262,Embera Chami,Choco,Choco,South America,5.0,-76.0
645,eme,eme,emer1243,Émérillon,Tupi-Guaraní,Tupian,South America,3.16666666667,-52.4166666667
646,eml,emb,emba1238,Embaloh,South Sulawesi,Austronesian,Papunesia,1.16666666667,112.333333333
647,emm,amy,amii1238,Emmi,Wagaydy,Western Daly,Australia,-13.5,130.0
648,ena,enq,enga1252,Enga,Engan,Trans-New Guinea,Papunesia,-5.5,143.666666667
649,ene,enh,enet1250,Enets,Samoyedic,Uralic,Eurasia,67.5,86.5
650,eng,eng,stan1293,English,Germanic,Indo-European,Eurasia,52.0,0.0
651,eno,eno,engg1245,Enggano,Enggano,Austronesian,Papunesia,-5.41666666667,102.25
652,eny,gey,enya1247,Enya,Bantoid,Niger-Congo,Africa,-0.5,25.25
653,epe,sja,epen1239,Epena Pedee,Choco,Choco,South America,3.0,-77.0
654,erk,erk,sout2856,Efate (South),Oceanic,Austronesian,Papunesia,-17.75,168.416666667
655,err,erg,siee1239,Erromangan,Oceanic,Austronesian,Papunesia,-18.8333333333,169.166666667
656,ese,ese,esee1248,Ese Ejja,Tacanan,Tacanan,South America,-11.0,-66.0
657,esm,,atac1235,Esmeraldeño,Tacame,Tacame,South America,0.333333333333,-79.8333333333
658,ess,esq,esse1238,Esselen,Esselen,Esselen,North America,36.25,-121.75
659,est,est,esto1258,Estonian,Finnic,Uralic,Eurasia,59.0,26.0
660,ets,ets,yekh1238,Etsako,Edoid,Niger-Congo,Africa,7.25,6.5
661,eud,opt,opat1246,Eudeve,Cahita,Uto-Aztecan,North America,29.1666666667,-109.666666667
662,eve,evn,even1259,Evenki,Tungusic,Altaic,Eurasia,56.0,125.0
663,evn,eve,even1260,Even,Tungusic,Altaic,Eurasia,68.0,130.0
664,ewa,ewe,ewee1241,Ewe (Anglo),Kwa,Niger-Congo,Africa,6.0,1.0
665,ewe,ewe,ewee1241,Ewe,Kwa,Niger-Congo,Africa,6.33333333333,0.416666666667
666,ewo,ewo,ewon1239,Ewondo,Bantoid,Niger-Congo,Africa,4.0,12.0
667,eya,eya,eyak1241,Eyak,Eyak,Na-Dene,North America,60.5,-145.0
668,far,fao,faro1244,Faroese,Germanic,Indo-European,Eurasia,62.0,-7.0
669,fas,faa,fasu1242,Fasu,Fasu,Trans-New Guinea,Papunesia,-6.58333333333,143.333333333
670,fbf,fuh,west2454,Fula (Burkina Faso),Northern Atlantic,Niger-Congo,Africa,14.0,0.0
671,fea,frs,east2288,Frisian (Eastern),Germanic,Indo-European,Eurasia,53.5833333333,7.5
672,fef,fmp,fefe1239,Fe'fe',Bantoid,Niger-Congo,Africa,5.25,10.1666666667
673,fgo,fub,adam1253,Fulani (Gombe),Northern Atlantic,Niger-Congo,Africa,10.25,11.25
674,fgu,fuf,pula1262,Fula (Guinean),Northern Atlantic,Niger-Congo,Africa,11.5,-12.5
675,fij,fij,fiji1243,Fijian,Oceanic,Austronesian,Papunesia,-17.8333333333,178.0
676,fin,fin,finn1318,Finnish,Finnic,Uralic,Eurasia,62.0,25.0
677,fio,kng,koon1244,Fiote,Bantoid,Niger-Congo,Africa,-5.5,14.0
678,fiw,wyy,west2519,Fijian (Wayan),Oceanic,Austronesian,Papunesia,-17.0,177.3
679,fli,fuh,west2454,Ful (Liptako),Northern Atlantic,Niger-Congo,Africa,13.5,0.5
680,fma,fuc,pula1263,Fula (Mauritanian),Northern Atlantic,Niger-Congo,Africa,16.5,-13.75
681,fni,fuv,nige1253,Fula (Nigerian),Northern Atlantic,Niger-Congo,Africa,8.16666666667,10.5
682,fno,frr,nort2626,Frisian (North),Germanic,Indo-European,Eurasia,54.5,9.0
683,foe,foi,foii1241,Foe,Kutubuan,Trans-New Guinea,Papunesia,-6.5,143.5
684,fon,fon,fonn1241,Fongbe,Kwa,Niger-Congo,Africa,6.41666666667,2.16666666667
685,for,for,fore1270,Fore,Eastern Highlands,Trans-New Guinea,Papunesia,-6.75,145.5
686,fox,sac,mesk1242,Fox,Algonquian,Algic,North America,43.0,-83.0
687,fqs,fqs,fass1245,Momu,Fas,Kwomtari-Baibai,Papunesia,-3.0,141.583333333
688,frd,frd,ford1242,Fordata,Central Malayo-Polynesian,Austronesian,Papunesia,-6.75,131.5
689,fre,fra,stan1290,French,Romance,Indo-European,Eurasia,48.0,2.0
690,fri,frs,east2288,Frisian,Germanic,Indo-European,Eurasia,53.0,5.0
691,frw,fry,west2354,Frisian (Western),Germanic,Indo-European,Eurasia,53.0,6.0
692,fsl,fse,finn1310,Finnish Sign Language,Sign Languages,other,Eurasia,62.0,26.0
693,fua,fub,adam1253,Fula (Cameroonian),Northern Atlantic,Niger-Congo,Africa,9.16666666667,13.5
694,fue,fud,east2447,Futuna (East),Oceanic,Austronesian,Papunesia,-14.3333333333,-178.166666667
695,ful,fun,fuln1247,Fulniô,Yatê,Yatê,South America,-8.0,-37.5
696,fum,ffm,maas1239,Fulfulde (Maasina),Northern Atlantic,Niger-Congo,Africa,15.0,-5.0
697,fur,fvr,furr1244,Fur,Fur,Fur,Africa,13.5,25.0
698,fus,fuc,pula1263,Fula (Senegal),Northern Atlantic,Niger-Congo,Africa,15.0,-14.0
699,fut,fut,futu1245,Futuna-Aniwa,Oceanic,Austronesian,Papunesia,-19.5333333333,170.216666667
700,fuz,cdo,mind1253,Fuzhou,Chinese,Sino-Tibetan,Eurasia,26.0,119.5
701,fye,pym,fyam1238,Fyem,Platoid,Niger-Congo,Africa,9.58333333333,9.33333333333
702,ga,gaa,gaaa1244,Gã,Kwa,Niger-Congo,Africa,5.66666666667,-0.166666666667
703,gaa,gbu,gaga1251,Gaagudju,Gaagudju,Gaagudju,Australia,-12.5833333333,132.833333333
704,gad,ged,gade1242,Gade,Nupoid,Niger-Congo,Africa,8.66666666667,7.41666666667
705,gae,gla,scot1245,Gaelic (Scots),Celtic,Indo-European,Eurasia,57.0,-4.0
706,gag,gag,gaga1249,Gagauz,Turkic,Altaic,Eurasia,46.3333333333,28.6666666667
707,gah,gah,alek1238,Gahuku,Eastern Highlands,Trans-New Guinea,Papunesia,-6.0,145.416666667
708,gal,adi,damu1236,Galo,Tani,Sino-Tibetan,Eurasia,28.1666666667,94.6666666667
709,gam,gmv,gamo1243,Gamo,North Omotic,Afro-Asiatic,Africa,6.66666666667,37.25
710,gan,apq,apuc1241,Great Andamanese,Great Andamanese,Great Andamanese,Eurasia,12.0,92.6666666667
711,gap,pwg,gapa1238,Gapapaiwa,Oceanic,Austronesian,Papunesia,-9.75,149.833333333
712,gar,grt,garo1247,Garo,Bodo-Garo,Sino-Tibetan,Eurasia,25.6666666667,90.5
713,gau,bar,bava1246,German (Upper Austrian),Germanic,Indo-European,Eurasia,47.0,14.0
714,gav,gvo,gavi1246,Gavião,Monde,Tupian,South America,-10.6666666667,-62.0
715,gay,gay,gayo1244,Gayo,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,4.5,97.5
716,gba,bar,bava1246,German (Bavarian),Germanic,Indo-European,Eurasia,49.0,11.5
717,gbb,gbp,gbay1287,Gbeya Bossangoa,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,6.66666666667,17.5
718,gbc,pov,uppe1455,Guinea Bissau Crioulo,Creoles and Pidgins,other,Africa,12.0,-15.0
719,gbe,gsw,swis1247,German (Bern),Germanic,Indo-European,Eurasia,47.0,7.41666666667
720,gbk,gya,nort2775,Gbaya Kara,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,6.0,15.0
721,gbl,deu,stan1295,German (Berlin),Germanic,Indo-European,Eurasia,52.5,13.3333333333
722,gcy,ell,mode1248,Greek (Cypriot),Greek,Indo-European,Eurasia,34.75,33.0
723,gdb,gbj,bodo1267,Gutob,Munda,Austro-Asiatic,Eurasia,19.0,83.6666666667
724,gdf,gdf,gudu1252,Guduf,Biu-Mandara,Afro-Asiatic,Africa,11.2333333333,13.8
725,gdi,god,godi1239,Godié,Kru,Niger-Congo,Africa,5.41666666667,-5.83333333333
726,gdk,gdb,pott1240,Gadaba (Kondekor),Central Dravidian,Dravidian,Eurasia,18.75,83.5
727,gdl,gcf,guad1242,Guadeloupe Creole,Creoles and Pidgins,other,North America,16.25,-61.5
728,gdr,gid,gida1247,Gidar,Biu-Mandara,Afro-Asiatic,Africa,10.0,14.0
729,gds,gaj,gads1258,Gadsup,Eastern Highlands,Trans-New Guinea,Papunesia,-6.25,146.0
730,gel,nlg,gela1263,Gela,Oceanic,Austronesian,Papunesia,-9.08333333333,160.25
731,geo,kat,nucl1302,Georgian,Kartvelian,Kartvelian,Eurasia,42.0,44.0
732,ger,deu,stan1295,German,Germanic,Indo-European,Eurasia,52.0,10.0
733,gfr,gcr,guia1246,Guianese French Creole,Creoles and Pidgins,other,South America,5.0,-53.0
734,ggd,ggd,guga1239,Gugadj,Northern Pama-Nyungan,Pama-Nyungan,Australia,-18.5,140.5
735,ggu,gnr,gure1255,Gureng Gureng,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-25.25,151.0
736,gha,deu,stan1295,German (Hannover),Germanic,Indo-European,Eurasia,52.4166666667,9.66666666667
737,ghb,guh,guah1255,Guahibo,Guahiban,Guahiban,South America,5.0,-69.0
738,gho,aaa,ghot1243,Ghotuo,Edoid,Niger-Congo,Africa,7.08333333333,5.75
739,ghr,bfu,gahr1239,Bunan,Bodic,Sino-Tibetan,Eurasia,32.5,77.0
740,gid,bdy,band1339,Gidabal,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.4166666667,152.416666667
741,gil,glk,gila1241,Gilaki,Iranian,Indo-European,Eurasia,37.3333333333,50.0
742,gim,bcq,benc1235,Gimira,North Omotic,Afro-Asiatic,Africa,7.0,35.75
743,gir,glj,gula1265,Gula Iro,Adamawa,Niger-Congo,Africa,10.25,19.4166666667
744,git,git,gitx1241,Gitksan,Tsimshianic,Penutian,North America,55.3333333333,-127.75
745,giz,gis,maro1246,Giziga,Biu-Mandara,Afro-Asiatic,Africa,10.3333333333,14.1666666667
746,gji,gue,guri1247,Gurindji,Western Pama-Nyungan,Pama-Nyungan,Australia,-17.6666666667,130.666666667
747,gjj,gub,guaj1255,Guajajara,Tupi-Guaraní,Tupian,South America,-5.0,-46.0
748,gku,pue,puel1244,Gününa Küne,Puelche,Chon,South America,-41.0,-67.0
749,gla,gqu,qaua1234,Gelao,Kadai,Tai-Kadai,Eurasia,22.9166666667,105.5
750,glc,glg,gali1258,Galician,Romance,Indo-European,Eurasia,43.0,-8.0
751,gll,gbi,gale1259,Galela,North Halmaheran,West Papuan,Papunesia,2.41666666667,128.333333333
752,gln,gvf,goli1247,Golin,Chimbu,Trans-New Guinea,Papunesia,-6.33333333333,144.75
753,glp,dhg,dhan1270,Gaalpu,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.6666666667,136.75
754,gma,deu,stan1295,German (Mansfeldisch),Germanic,Indo-European,Eurasia,51.5833333333,11.5
755,gmb,gum,guam1248,Guambiano,Barbacoan,Barbacoan,South America,2.5,-76.6666666667
756,gml,kld,gami1243,Gamilaraay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-29.8333333333,149.5
757,gmt,gnn,guma1253,Gumatj,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.5,135.5
758,gmw,gvs,guma1254,Gumawana,Oceanic,Austronesian,Papunesia,-9.25,150.833333333
759,gmz,guk,gumu1244,Gumuz,Gumuz,Gumuz,Africa,12.5,35.8333333333
760,gna,gva,guan1268,Guana,Mascoian,Mascoian,South America,-22.0,-58.0
761,gnb,wlg,kunb1251,Gunbalang,Gunwinygic,Gunwinyguan,Australia,-12.0,134.0
762,gnd,gqa,gaan1243,Ga'anda,Biu-Mandara,Afro-Asiatic,Africa,10.3333333333,12.5833333333
763,gnn,gww,kwin1241,Gunin,Worrorran,Worrorran,Australia,-14.25,126.666666667
764,gno,gvc,guan1269,Guanano,Tucanoan,Tucanoan,South America,0.833333333333,-69.5
765,gny,gyy,guny1241,Gunya,Northern Pama-Nyungan,Pama-Nyungan,Australia,-26.5,146.5
766,goa,guc,wayu1243,Goajiro,Caribbean Arawakan,Arawakan,South America,12.0,-72.0
767,god,gdo,ghod1238,Godoberi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.6666666667,46.0833333333
768,goe,ank,goem1240,Goemai,West Chadic,Afro-Asiatic,Africa,8.66666666667,9.75
769,gog,ggw,gogo1265,Gogodala,Gogodala,Gogodala-Suki,Papunesia,-8.08333333333,142.833333333
770,goj,gju,guja1253,Gojri,Indic,Indo-European,Eurasia,32.75,76.25
771,gok,gkn,goka1239,Gokana,Cross River,Niger-Congo,Africa,4.58333333333,7.33333333333
772,gol,gol,gola1255,Gola,Mel,Niger-Congo,Africa,7.25,-10.8333333333
773,gon,ggo,sout2711,Gondi,South-Central Dravidian,Dravidian,Eurasia,19.0,81.0
774,goo,gni,goon1238,Gooniyandi,Bunuban,Bunuban,Australia,-18.3333333333,126.333333333
775,gor,gow,goro1270,Gorowa,Southern Cushitic,Afro-Asiatic,Africa,-4.5,36.5
776,gos,gsw,swis1247,German (Ostschweiz),Germanic,Indo-European,Eurasia,47.4166666667,9.25
777,gpz,gsw,swis1247,German (Appenzell),Germanic,Indo-European,Eurasia,47.3333333333,9.33333333333
778,grb,grj,barc1235,Grebo,Kru,Niger-Congo,Africa,5.0,-8.0
779,gre,kal,kala1399,Greenlandic (East),Eskimo,Eskimo-Aleut,Eurasia,65.0,-40.0
780,grf,cab,gari1256,Garífuna,Caribbean Arawakan,Arawakan,North America,15.6666666667,-88.0
781,grg,gge,gura1252,Gurr-goni,Burarran,Mangrida,Australia,-12.25,134.416666667
782,grj,var,huar1255,Guarijío,Tarahumaran,Uto-Aztecan,North America,27.75,-108.666666667
783,grk,ell,mode1248,Greek (Modern),Greek,Indo-European,Eurasia,39.0,22.0
784,grm,gux,gour1243,Gurma,Gur,Niger-Congo,Africa,12.25,1.0
785,grn,gur,fare1241,Gurenne,Gur,Niger-Congo,Africa,10.8333333333,-0.916666666667
786,gro,goa,guro1248,Guro,Eastern Mande,Mande,Africa,7.0,-6.0
787,grp,ksh,kols1241,German (Ripuarian),Germanic,Indo-European,Eurasia,51.0,7.0
788,grr,wrk,gara1269,Garrwa,Garrwan,Garrwan,Australia,-17.0833333333,137.166666667
789,grs,gyb,garu1246,Garus,Madang,Trans-New Guinea,Papunesia,-4.95,145.666666667
790,grt,gor,goro1259,Gorontalo,Greater Central Philippine,Austronesian,Papunesia,0.5,122.0
791,grw,kal,kala1399,Greenlandic (West),Eskimo,Eskimo-Aleut,Eurasia,64.0,-51.0
792,gsl,gss,gree1271,Greek Sign Language,Sign Languages,other,Eurasia,38.5,22.0
793,gso,kal,kala1399,Greenlandic (South),Eskimo,Eskimo-Aleut,Eurasia,60.0,-44.0
794,gtg,gsw,swis1247,German (Thurgau),Germanic,Indo-European,Eurasia,47.5833333333,9.16666666667
795,gth,deu,stan1295,German (Thuringian),Germanic,Indo-European,Eurasia,51.0,11.0
796,gti,deu,stan1295,German (Timisoara),Germanic,Indo-European,Eurasia,45.75,21.25
797,gto,gta,guat1253,Guató,Guató,Guató,South America,-17.0,-58.0
798,gua,gug,para1311,Guaraní,Tupi-Guaraní,Tupian,South America,-26.0,-56.0
799,gud,gde,gude1246,Gude,Biu-Mandara,Afro-Asiatic,Africa,10.4166666667,13.4166666667
800,gue,gxx,guer1240,Guere,Kru,Niger-Congo,Africa,6.66666666667,-7.75
801,guf,guf,gupa1247,Gupapuyngu,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.0,136.0
802,gug,ktd,koka1244,Gugada,Western Pama-Nyungan,Pama-Nyungan,Australia,-30.0,134.0
803,guh,ghs,guhu1244,Guhu-Samane,Binanderean,Trans-New Guinea,Papunesia,-8.0,147.333333333
804,guj,guj,guja1252,Gujarati,Indic,Indo-European,Eurasia,23.0,72.0
805,gul,glu,gula1269,Gula (in Central African Republic),Bongo-Bagirmi,Central Sudanic,Africa,9.5,22.5
806,gum,kgs,kumb1268,Gumbaynggir,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-30.1666666667,152.5
807,gun,yas,nugu1242,Gunu,Bantoid,Niger-Congo,Africa,4.58333333333,11.25
808,guq,cbd,cari1279,Guaque,Cariban,Cariban,South America,1.0,-72.0833333333
809,gur,gvr,guru1261,Gurung,Bodic,Sino-Tibetan,Eurasia,28.3333333333,84.3333333333
810,gus,guz,gusi1247,Gusii,Bantoid,Niger-Congo,Africa,-0.75,34.8333333333
811,gut,gux,gour1243,Gurma (Togo),Gur,Niger-Congo,Africa,10.75,0.666666666667
812,guu,kky,gugu1255,Guugu Yimidhirr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-15.0,144.833333333
813,guw,guw,gunn1250,Gungbe,Kwa,Niger-Congo,Africa,6.5,2.5
814,gvi,bar,bava1246,German (Viennese),Germanic,Indo-European,Eurasia,48.1666666667,16.3333333333
815,gwa,gbr,gbag1258,Gwari,Nupoid,Niger-Congo,Africa,9.5,7.0
816,gwe,wep,west2356,German (Westphalian),Germanic,Indo-European,Eurasia,52.0,7.5
817,gwo,kcg,tyap1238,Gworok,Platoid,Niger-Congo,Africa,9.91666666667,8.16666666667
818,gyb,guo,guay1257,Guayabero,Guahiban,Guahiban,South America,2.83333333333,-72.0
819,gyc,jya,jiar1239,Gyarong (Cogtse),rGyalrong,Sino-Tibetan,Eurasia,31.5,102.0
820,gzu,gsw,swis1247,German (Zurich),Germanic,Indo-European,Eurasia,47.4166666667,8.5
821,had,hts,hadz1240,Hadza,Hadza,Hadza,Africa,-3.75,35.1666666667
822,hai,hdn,haid1248,Haida,Haida,Haida,North America,53.0,-132.0
823,hak,hak,hakk1236,Hakka,Chinese,Sino-Tibetan,Eurasia,25.0,116.0
824,hal,hla,hali1244,Halia,Oceanic,Austronesian,Papunesia,-5.25,154.666666667
825,ham,hmt,hamt1247,Hamtai,Angan,Trans-New Guinea,Papunesia,-7.5,146.25
826,han,hni,hani1248,Hani,Burmese-Lolo,Sino-Tibetan,Eurasia,23.0,103.0
827,har,tmd,haru1245,Haruai,Piawi,Piawi,Papunesia,-5.08333333333,144.166666667
828,hat,had,hata1243,Hatam,Hatam,West Papuan,Papunesia,-1.0,134.0
829,hau,hau,haus1257,Hausa,West Chadic,Afro-Asiatic,Africa,12.0,7.0
830,hav,yuf,hava1248,Havasupai,Yuman,Hokan,North America,35.75,-112.5
831,haw,haw,hawa1245,Hawaiian,Oceanic,Austronesian,Papunesia,19.5833333333,-155.5
832,hay,vay,wayu1241,Hayu,Mahakiranti,Sino-Tibetan,Eurasia,27.25,86.0
833,hba,heb,hebr1245,Hebrew (Modern Ashkenazic),Semitic,Afro-Asiatic,Eurasia,31.75,35.1666666667
834,hcr,hat,hait1244,Haitian Creole,Creoles and Pidgins,other,North America,19.0,-72.5
835,hdi,xed,hdii1240,Hdi,Biu-Mandara,Afro-Asiatic,Africa,11.8666666667,13.7166666667
836,heb,heb,hebr1245,Hebrew (Modern),Semitic,Afro-Asiatic,Eurasia,31.5,34.8333333333
837,heh,heh,hehe1240,Hehe,Bantoid,Niger-Congo,Africa,-8.0,36.0
838,hei,hei,heil1246,Heiltsuk,Northern Wakashan,Wakashan,North America,52.0,-127.5
839,hem,hem,hemb1242,Hemba,Bantoid,Niger-Congo,Africa,-6.25,27.1666666667
840,her,her,here1253,Herero,Bantoid,Niger-Congo,Africa,-20.5833333333,19.0
841,hhu,wos,hang1263,Hanga Hundi,Middle Sepik,Sepik,Papunesia,-3.83333333333,142.916666667
842,hia,cbd,cari1279,Hianacoto,Cariban,Cariban,South America,0.833333333333,-71.0
843,hid,hid,hida1246,Hidatsa,Core Siouan,Siouan,North America,47.0,-102.5
844,hil,hil,hili1240,Hiligaynon,Greater Central Philippine,Austronesian,Papunesia,10.25,123.0
845,hin,hin,hind1269,Hindi,Indic,Indo-European,Eurasia,25.0,77.0
846,hix,hix,hixk1239,Hixkaryana,Cariban,Cariban,South America,-1.0,-59.0
847,hks,,hong1241,Hong Kong Sign Language,Sign Languages,other,Eurasia,22.5,114.0
848,hlb,hlb,halb1244,Halbi,Indic,Indo-European,Eurasia,21.0,81.0
849,hli,hur,halk1245,Halkomelem (Island),Central Salish,Salishan,North America,49.2,-123.0
850,hln,hal,hala1252,Halang,Bahnaric,Austro-Asiatic,Eurasia,14.5,107.5
851,hlp,yuf,hava1248,Hualapai,Yuman,Hokan,North America,35.5,-113.75
852,hlu,hur,halk1245,Halkomelem (Upriver),Central Salish,Salishan,North America,49.25,-121.916666667
853,hma,hmr,hmar1241,Hmar,Kuki-Chin,Sino-Tibetan,Eurasia,24.1666666667,93.0
854,hmb,hub,huam1247,Huambisa,Jivaroan,Jivaroan,South America,-4.0,-78.0
855,hmd,mww,hmon1333,Hmong Daw,Hmong-Mien,Hmong-Mien,Eurasia,26.0,105.0
856,hmi,hto,mini1256,Huitoto (Minica),Huitoto,Huitotoan,South America,-0.333333333333,-74.0
857,hmo,cqd,huam1250,Hmong Njua,Hmong-Mien,Hmong-Mien,Eurasia,28.0,105.0
858,hmr,amf,hame1242,Hamer,South Omotic,Afro-Asiatic,Africa,5.0,36.5
859,hmu,hux,nupo1240,Huitoto (Muinane),Huitoto,Huitotoan,South America,-2.41666666667,-71.0
860,hna,hna,mina1276,Mina,Biu-Mandara,Afro-Asiatic,Africa,10.3333333333,13.8333333333
861,hnd,hke,hund1239,Hunde,Bantoid,Niger-Congo,Africa,-1.16666666667,28.8333333333
862,hnk,gin,hinu1240,Hinuq,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.1666666667,46.0
863,hnn,hnn,hanu1241,Hanunóo,Greater Central Philippine,Austronesian,Papunesia,12.3333333333,121.25
864,hno,hdn,nort2938,Haida (Northern),Haida,Haida,North America,54.0,-132.5
865,ho,hoc,hooo1248,Ho,Munda,Austro-Asiatic,Eurasia,22.0,86.0
866,hoa,hoa,hoav1238,Hoava,Oceanic,Austronesian,Papunesia,-8.08333333333,157.5
867,hok,nan,minn1241,Hokkien,Chinese,Sino-Tibetan,Eurasia,25.0,118.0
868,hol,hoo,holo1240,Holoholo,Bantoid,Niger-Congo,Africa,-5.16666666667,29.9166666667
869,hop,hop,hopi1249,Hopi,Hopi,Uto-Aztecan,North America,36.0,-110.0
870,hpd,jup,hupd1244,Hup,Nadahup,Nadahup,South America,0.166666666667,-69.25
871,hre,hre,hree1244,Hre,Bahnaric,Austro-Asiatic,Eurasia,14.6666666667,108.666666667
872,hrr,har,hara1271,Harari,Semitic,Afro-Asiatic,Africa,9.25,42.1666666667
873,hrs,hss,hars1241,Harsusi,Semitic,Afro-Asiatic,Eurasia,20.0,56.5
874,hsl,has,hais1244,Haisla,Northern Wakashan,Wakashan,North America,54.0,-128.75
875,htc,hus,huas1242,Huastec,Mayan,Mayan,North America,22.0833333333,-99.3333333333
876,htt,hto,mini1256,Huitoto,Huitoto,Huitotoan,South America,-1.0,-74.0
877,hua,ygr,yaga1260,Hua,Eastern Highlands,Trans-New Guinea,Papunesia,-6.33333333333,145.333333333
878,huc,huc,huaa1248,=|Hoan,=|Hoan,Kxa,Africa,-25.5,25.0
879,hui,hch,huic1243,Huichol,Corachol,Uto-Aztecan,North America,22.0,-104.0
880,hum,huu,muru1274,Huitoto (Murui),Huitoto,Huitotoan,South America,-1.0,-73.5
881,hun,hun,hung1274,Hungarian,Ugric,Uralic,Eurasia,47.0,20.0
882,hup,hup,hupa1239,Hupa,Athapaskan,Na-Dene,North America,41.0833333333,-123.666666667
883,hve,huv,sanm1287,Huave (San Mateo del Mar),Huavean,Huavean,North America,16.2166666667,-95.0
884,hwc,hwc,hawa1247,Hawaiian Creole,Creoles and Pidgins,other,North America,21.5,-158.0
885,hwr,hac,gura1251,Hawrami,Iranian,Indo-European,Eurasia,35.75,45.5
886,hya,hay,haya1250,Haya,Bantoid,Niger-Congo,Africa,-2.0,31.5
887,hyo,csh,asho1236,Hyow,Kuki-Chin,Sino-Tibetan,Eurasia,22.0833333333,92.4166666667
888,hzb,huz,hunz1247,Hunzib,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.1666666667,46.25
889,iaa,iai,iaai1238,Iaai,Oceanic,Austronesian,Papunesia,-20.4166666667,166.583333333
890,iat,ian,iatm1242,Iatmul,Middle Sepik,Sepik,Papunesia,-4.25,143.25
891,iau,tmu,iauu1242,Iau,Lakes Plain,Lakes Plain,Papunesia,-3.16666666667,137.5
892,iba,iba,iban1264,Iban,Malayo-Sumbawan,Austronesian,Papunesia,2.0,112.0
893,ibi,ibb,ibib1240,Ibibio,Cross River,Niger-Congo,Africa,5.25,7.83333333333
894,ibn,ibg,iban1267,Ibanag,Northern Luzon,Austronesian,Papunesia,17.5,121.666666667
895,ice,isl,icel1247,Icelandic,Germanic,Indo-European,Eurasia,65.0,-17.0
896,ics,icl,icel1236,Icelandic Sign Language,Sign Languages,other,Eurasia,65.0,-18.0
897,idn,viv,idun1242,Iduna,Oceanic,Austronesian,Papunesia,-9.33333333333,150.25
898,ido,idu,idom1241,Idoma,Idomoid,Niger-Congo,Africa,6.91666666667,7.5
899,idu,clk,idum1241,Idu,Digaroan,Sino-Tibetan,Eurasia,29.3333333333,95.8333333333
900,ifi,ita,ital1282,Italian (Fiorentino),Romance,Indo-European,Eurasia,43.75,11.25
901,ifm,ifm,teke1274,Ifumu,Bantoid,Niger-Congo,Africa,-3.66666666667,15.3333333333
902,ifu,ifb,bata1298,Ifugao (Batad),Northern Luzon,Austronesian,Papunesia,16.8333333333,121.083333333
903,iga,inb,inga1252,Inga,Quechuan,Quechuan,South America,1.0,-77.0
904,igb,ibo,nucl1417,Igbo,Igboid,Niger-Congo,Africa,6.0,7.33333333333
905,ige,ige,iged1239,Igede,Idomoid,Niger-Congo,Africa,7.0,8.16666666667
906,ign,ign,igna1246,Ignaciano,Bolivia-Parana,Arawakan,South America,-15.1666666667,-65.4166666667
907,igs,tbi,gaam1241,Ingessana,Eastern Jebel,Eastern Sudanic,Africa,11.5,34.0
908,iha,ihp,ihaa1241,Iha,West Bomberai,West Bomberai,Papunesia,-2.91666666667,132.25
909,iir,pmy,papu1250,Indonesian (Papuan),Malayo-Sumbawan,Austronesian,Papunesia,-2.5,140.666666667
910,ijo,ijc,izon1238,Ijo (Kolokuma),Ijoid,Ijoid,Africa,4.91666666667,5.66666666667
911,ik,ikx,ikkk1242,Ik,Kuliak,Eastern Sudanic,Africa,3.75,34.1666666667
912,ika,arh,arhu1242,Ika,Arhuacic,Chibchan,South America,10.6666666667,-73.75
913,ila,ilb,ilaa1246,Ila,Bantoid,Niger-Congo,Africa,-15.5833333333,26.5
914,ill,mia,miam1252,Illinois,Algonquian,Algic,North America,40.0,-90.0
915,ilo,ilo,ilok1237,Ilocano,Northern Luzon,Austronesian,Papunesia,16.0,121.0
916,imo,imn,imon1245,Imonda,Border,Border,Papunesia,-3.33333333333,141.166666667
917,ina,szp,suab1238,Inanwatan,South Bird's Head,Marind,Papunesia,-2.08333333333,132.083333333
918,ind,ind,indo1316,Indonesian,Malayo-Sumbawan,Austronesian,Papunesia,0.0,106.0
919,ing,inh,ingu1240,Ingush,Nakh,Nakh-Daghestanian,Eurasia,43.1666666667,45.0833333333
920,inj,ind,indo1316,Indonesian (Jakarta),Malayo-Sumbawan,Austronesian,Papunesia,-6.16666666667,106.75
921,inn,ynd,yand1253,Innamincka,Central Pama-Nyungan,Pama-Nyungan,Australia,-27.75,140.75
